,median_income,housing_median_age,total_rooms,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN
1887,3.0417,35.0,643.0,1.0,0.0,0.0,0.0
1888,1.7994,42.0,2093.0,1.0,0.0,0.0,0.0
1889,1.6667,41.0,1046.0,0.0,0.0,0.0,0.0
1890,7.611,5.0,18634.0,0.0,0.0,1.0,0.0
1891,1.6563,31.0,1072.0,1.0,0.0,0.0,0.0
1892,6.1407,52.0,3146.0,0.0,0.0,1.0,0.0
1893,3.875,36.0,1482.0,1.0,0.0,0.0,0.0
1894,4.0729,32.0,1333.0,0.0,0.0,0.0,0.0
1895,2.8711,48.0,2064.0,0.0,0.0,1.0,0.0
1896,7.6923,28.0,794.0,0.0,0.0,1.0,0.0
1897,2.1571,47.0,2241.0,0.0,0.0,0.0,0.0
1898,3.3859,18.0,2514.0,0.0,0.0,0.0,0.0
1899,1.767,15.0,1371.0,1.0,0.0,0.0,0.0
1900,1.3125,50.0,985.0,1.0,0.0,0.0,0.0
1901,6.6354,41.0,3233.0,0.0,0.0,1.0,0.0
1902,2.862,21.0,3904.0,0.0,0.0,1.0,0.0
1903,2.1838,18.0,1639.0,0.0,0.0,0.0,0.0
1904,15.0,19.0,755.0,0.0,0.0,0.0,0.0
1905,1.3023,17.0,2248.0,1.0,0.0,0.0,0.0
1906,1.9797,22.0,1118.0,0.0,0.0,0.0,1.0
1907,4.7357,24.0,2834.0,1.0,0.0,0.0,0.0
1908,3.875,44.0,2527.0,0.0,0.0,0.0,1.0
1909,7.0598,25.0,1024.0,0.0,0.0,0.0,0.0
1910,3.2243,20.0,2498.0,1.0,0.0,0.0,0.0
1911,4.3292,14.0,4412.0,0.0,0.0,0.0,0.0
1912,3.6442,17.0,2439.0,0.0,0.0,0.0,0.0
1913,1.625,38.0,385.0,0.0,0.0,0.0,0.0
1914,4.2434,27.0,1685.0,0.0,0.0,0.0,0.0
1915,3.8398,32.0,3190.0,1.0,0.0,0.0,0.0
1916,3.6006,34.0,2138.0,0.0,0.0,0.0,0.0
1917,3.275,39.0,1470.0,0.0,0.0,0.0,0.0
1918,3.8233,36.0,2024.0,0.0,0.0,0.0,1.0
1919,4.174,42.0,3944.0,0.0,0.0,0.0,1.0
1920,2.9712,33.0,1558.0,1.0,0.0,0.0,0.0
1921,1.6458,43.0,968.0,1.0,0.0,0.0,0.0
1922,4.0568,52.0,2459.0,0.0,0.0,1.0,0.0
1923,1.2625,40.0,964.0,1.0,0.0,0.0,0.0
1924,1.4005,43.0,1615.0,0.0,0.0,0.0,0.0
1925,1.4886,11.0,1976.0,0.0,0.0,0.0,1.0
1926,2.5057,21.0,3764.0,0.0,0.0,0.0,0.0
1927,4.25,27.0,2905.0,0.0,0.0,0.0,0.0
1928,2.5588,36.0,2963.0,0.0,0.0,0.0,0.0
1929,2.8906,35.0,1032.0,1.0,0.0,0.0,0.0
1930,2.1005,35.0,1863.0,0.0,0.0,0.0,0.0
1931,4.4531,33.0,1828.0,0.0,0.0,1.0,0.0
1932,3.1667,36.0,2430.0,1.0,0.0,0.0,0.0
1933,4.7097,12.0,2472.0,1.0,0.0,0.0,0.0
1934,2.7316,16.0,2216.0,1.0,0.0,0.0,0.0
1935,5.1057,45.0,818.0,0.0,0.0,0.0,0.0
1936,5.1299,16.0,4702.0,0.0,0.0,0.0,0.0
1937,4.5982,44.0,2010.0,0.0,0.0,0.0,0.0
1938,6.7257,37.0,2295.0,0.0,0.0,1.0,0.0
1939,4.2014,35.0,2926.0,0.0,0.0,0.0,0.0
1940,5.0195,19.0,3337.0,0.0,0.0,0.0,0.0
1941,3.0854,39.0,2603.0,1.0,0.0,0.0,0.0
1942,1.325,46.0,941.0,0.0,0.0,1.0,0.0
1943,2.4884,43.0,2534.0,0.0,0.0,0.0,0.0
1944,5.5105,26.0,1616.0,0.0,0.0,0.0,0.0
1945,2.5379,33.0,6982.0,1.0,0.0,0.0,0.0
1946,8.1163,16.0,2638.0,0.0,0.0,1.0,0.0
1947,3.653,13.0,7689.0,1.0,0.0,0.0,0.0
1948,2.6053,33.0,1862.0,1.0,0.0,0.0,0.0
1949,6.1572,25.0,2482.0,0.0,0.0,0.0,1.0
1950,4.0,36.0,48.0,1.0,0.0,0.0,0.0
1951,4.1667,35.0,1805.0,0.0,0.0,0.0,0.0
1952,4.3651,2.0,2569.0,0.0,0.0,0.0,0.0
1953,3.0759,52.0,1793.0,0.0,0.0,0.0,0.0
1954,2.1432,33.0,1013.0,0.0,0.0,0.0,0.0
1955,1.2826,48.0,284.0,0.0,0.0,0.0,0.0
1956,3.5877,14.0,9849.0,1.0,0.0,0.0,0.0
1957,2.095,52.0,470.0,0.0,0.0,0.0,0.0
1958,1.8417,33.0,620.0,0.0,0.0,0.0,1.0
1959,1.319,16.0,2088.0,0.0,0.0,0.0,0.0
1960,1.675,34.0,397.0,0.0,0.0,0.0,0.0
1961,5.716,27.0,1145.0,0.0,0.0,0.0,0.0
1962,4.675,35.0,1484.0,0.0,0.0,0.0,0.0
1963,6.9935,22.0,11668.0,0.0,0.0,0.0,1.0
1964,3.1713,34.0,2753.0,0.0,0.0,0.0,0.0
1965,10.129,44.0,1552.0,0.0,0.0,1.0,0.0
1966,3.1275,29.0,4317.0,0.0,0.0,0.0,0.0
1967,7.2165,25.0,2213.0,0.0,0.0,0.0,0.0
1968,4.6771,16.0,2069.0,1.0,0.0,0.0,0.0
1969,3.625,31.0,1007.0,1.0,0.0,0.0,0.0
1970,3.5385,24.0,7637.0,0.0,0.0,0.0,1.0
1971,1.3729,15.0,3103.0,1.0,0.0,0.0,0.0
1972,5.9508,16.0,2573.0,1.0,0.0,0.0,0.0
1973,3.2125,19.0,552.0,1.0,0.0,0.0,0.0
1974,7.333,23.0,2234.0,1.0,0.0,0.0,0.0
1975,2.6607,25.0,1262.0,1.0,0.0,0.0,0.0
1976,1.575,34.0,1186.0,1.0,0.0,0.0,0.0
1977,2.0673,45.0,943.0,0.0,0.0,0.0,0.0
1978,5.2442,26.0,2738.0,1.0,0.0,0.0,0.0
1979,0.8351,29.0,2438.0,0.0,0.0,0.0,0.0
1980,3.5333,15.0,1705.0,0.0,0.0,0.0,0.0
1981,3.125,31.0,1892.0,0.0,0.0,1.0,0.0
1982,8.7471,20.0,4679.0,0.0,0.0,0.0,0.0
1983,0.536,46.0,66.0,1.0,0.0,0.0,0.0
1984,10.0263,52.0,154.0,1.0,0.0,0.0,0.0
1985,3.8068,52.0,3565.0,0.0,0.0,1.0,0.0
1986,2.25,36.0,873.0,0.0,0.0,0.0,0.0
1987,4.43,25.0,2202.0,0.0,0.0,0.0,1.0
1988,1.7083,44.0,1818.0,1.0,0.0,0.0,0.0
1989,8.2954,37.0,4400.0,0.0,0.0,0.0,0.0
1990,3.7049,34.0,2871.0,0.0,0.0,0.0,0.0
1991,1.4444,32.0,296.0,0.0,0.0,0.0,1.0
1992,4.3523,26.0,1446.0,0.0,0.0,0.0,0.0
1993,2.214,27.0,7212.0,1.0,0.0,0.0,0.0
1994,4.6141,4.0,974.0,0.0,0.0,0.0,0.0
1995,2.8608,30.0,3259.0,0.0,0.0,0.0,0.0
1996,3.8214,36.0,2722.0,0.0,0.0,0.0,0.0
1997,7.8279,32.0,4350.0,0.0,0.0,0.0,0.0
1998,4.45,31.0,2237.0,0.0,0.0,0.0,0.0
1999,3.1028,17.0,1834.0,1.0,0.0,0.0,0.0
2000,2.5902,14.0,5983.0,1.0,0.0,0.0,0.0
2001,2.25,18.0,2203.0,0.0,0.0,0.0,1.0
2002,4.425,16.0,6123.0,0.0,0.0,0.0,1.0
2003,5.4886,6.0,6719.0,0.0,0.0,0.0,0.0
2004,1.4427,43.0,1763.0,1.0,0.0,0.0,0.0
2005,3.6389,4.0,1051.0,0.0,0.0,1.0,0.0
2006,4.196,5.0,5979.0,1.0,0.0,0.0,0.0
2007,3.2846,19.0,12467.0,1.0,0.0,0.0,0.0
2008,6.3617,20.0,922.0,0.0,0.0,0.0,0.0
2009,2.631,29.0,6121.0,0.0,0.0,0.0,0.0
2010,3.3616,35.0,1490.0,1.0,0.0,0.0,0.0
2011,2.4211,20.0,2572.0,0.0,0.0,0.0,0.0
2012,6.1943,13.0,503.0,1.0,0.0,0.0,0.0
2013,2.1797,26.0,1820.0,1.0,0.0,0.0,0.0
2014,4.0068,16.0,3015.0,0.0,0.0,0.0,0.0
2015,4.6,24.0,1258.0,1.0,0.0,0.0,0.0
2016,3.0819,32.0,2830.0,0.0,0.0,0.0,0.0
2017,2.5224,39.0,3260.0,0.0,0.0,0.0,0.0
2018,2.2725,39.0,975.0,0.0,0.0,0.0,0.0
2019,7.6518,11.0,6200.0,0.0,0.0,1.0,0.0
2020,12.2547,38.0,240.0,0.0,0.0,1.0,0.0
2021,6.9772,17.0,4413.0,0.0,0.0,0.0,0.0
2022,3.2048,33.0,2677.0,0.0,0.0,0.0,0.0
2023,1.5347,31.0,1157.0,0.0,0.0,1.0,0.0
2024,2.1736,45.0,1707.0,0.0,0.0,0.0,0.0
2025,5.1637,36.0,3053.0,0.0,0.0,0.0,0.0
2026,2.3152,25.0,2360.0,1.0,0.0,0.0,0.0
2027,2.5625,16.0,2577.0,1.0,0.0,0.0,0.0
2028,3.5848,18.0,2024.0,0.0,0.0,0.0,0.0
2029,3.5072,29.0,2742.0,1.0,0.0,0.0,0.0
2030,2.2697,52.0,996.0,0.0,0.0,1.0,0.0
2031,1.9063,52.0,1642.0,0.0,0.0,1.0,0.0
2032,5.3602,14.0,3023.0,1.0,0.0,0.0,0.0
2033,3.6694,52.0,1386.0,0.0,0.0,1.0,0.0
2034,8.0839,16.0,2939.0,0.0,0.0,0.0,0.0
2035,2.9646,26.0,6672.0,0.0,0.0,0.0,0.0
2036,7.2648,14.0,1343.0,0.0,0.0,0.0,0.0
2037,2.5637,37.0,1503.0,0.0,0.0,0.0,0.0
2038,3.25,42.0,2082.0,0.0,0.0,0.0,0.0
2039,2.8426,10.0,3908.0,1.0,0.0,0.0,0.0
2040,6.0162,20.0,2662.0,0.0,0.0,0.0,0.0
2041,4.0,36.0,1153.0,0.0,0.0,0.0,0.0
2042,5.9357,19.0,2648.0,0.0,0.0,0.0,0.0
2043,2.2687,34.0,1785.0,0.0,0.0,0.0,1.0
2044,5.9214,20.0,3244.0,0.0,0.0,0.0,0.0
2045,2.3882,47.0,2649.0,0.0,0.0,0.0,0.0
2046,5.1221,4.0,14934.0,0.0,0.0,0.0,0.0
2047,4.625,21.0,2919.0,0.0,0.0,0.0,1.0
2048,4.2008,12.0,1681.0,0.0,0.0,0.0,0.0
2049,5.3988,8.0,1944.0,1.0,0.0,0.0,0.0
2050,2.2462,52.0,4019.0,1.0,0.0,0.0,0.0
2051,4.0474,34.0,2622.0,0.0,0.0,0.0,0.0
2052,5.6846,32.0,1943.0,0.0,0.0,0.0,0.0
2053,3.4769,50.0,1947.0,0.0,0.0,1.0,0.0
2054,8.4352,14.0,3056.0,0.0,0.0,1.0,0.0
2055,3.5313,16.0,2240.0,0.0,0.0,0.0,1.0
2056,1.8664,30.0,950.0,0.0,0.0,1.0,0.0
2057,1.7727,44.0,1891.0,0.0,0.0,1.0,0.0
2058,2.2868,17.0,3276.0,0.0,0.0,0.0,1.0
2059,4.6705,19.0,1968.0,0.0,0.0,0.0,0.0
2060,1.1553,12.0,2289.0,0.0,0.0,0.0,0.0
2061,2.9125,28.0,2545.0,0.0,0.0,0.0,0.0
2062,5.6383,27.0,3184.0,0.0,0.0,0.0,0.0
2063,4.7431,35.0,2297.0,0.0,0.0,0.0,0.0
2064,2.9541,15.0,2981.0,1.0,0.0,0.0,0.0
2065,3.7083,43.0,1426.0,0.0,0.0,0.0,0.0
2066,3.9205,43.0,2044.0,0.0,0.0,0.0,1.0
2067,4.7437,52.0,3328.0,0.0,0.0,1.0,0.0
2068,6.2957,25.0,4096.0,0.0,0.0,0.0,0.0
2069,1.6382,36.0,1176.0,0.0,0.0,0.0,0.0
2070,9.4356,8.0,446.0,0.0,0.0,0.0,0.0
2071,3.125,16.0,6101.0,1.0,0.0,0.0,0.0
2072,2.2254,40.0,2064.0,0.0,0.0,0.0,0.0
2073,1.8277,30.0,2193.0,0.0,0.0,0.0,0.0
2074,2.6181,9.0,2818.0,0.0,0.0,0.0,1.0
2075,7.3356,38.0,1851.0,0.0,0.0,0.0,0.0
2076,5.5,46.0,2477.0,1.0,0.0,0.0,0.0
2077,3.4561,20.0,2791.0,0.0,0.0,0.0,0.0
2078,3.0476,45.0,3803.0,0.0,0.0,0.0,0.0
2079,5.4351,37.0,1338.0,0.0,0.0,0.0,1.0
2080,1.6228,42.0,1486.0,0.0,0.0,0.0,0.0
2081,5.0,15.0,1659.0,0.0,0.0,0.0,0.0
2082,3.1042,44.0,1886.0,0.0,0.0,0.0,1.0
2083,5.5376,42.0,343.0,1.0,0.0,0.0,0.0
2084,3.0963,23.0,6876.0,1.0,0.0,0.0,0.0
2085,3.4239,12.0,3877.0,0.0,0.0,0.0,0.0
2086,2.585,19.0,9902.0,0.0,0.0,0.0,0.0
2087,2.7535,24.0,2932.0,0.0,0.0,0.0,0.0
2088,6.0198,16.0,2240.0,0.0,0.0,0.0,0.0
2089,5.1071,41.0,1183.0,0.0,0.0,0.0,1.0
2090,1.1296,34.0,1943.0,1.0,0.0,0.0,0.0
2091,4.7022,15.0,7000.0,0.0,0.0,0.0,0.0
2092,3.6974,36.0,3331.0,0.0,0.0,0.0,1.0
2093,3.8668,45.0,3566.0,0.0,0.0,0.0,0.0
2094,6.3066,17.0,4333.0,0.0,0.0,1.0,0.0
2095,3.455,37.0,2303.0,0.0,0.0,0.0,1.0
2096,5.4607,28.0,4035.0,1.0,0.0,0.0,0.0
2097,4.8542,18.0,4947.0,1.0,0.0,0.0,0.0
2098,6.8233,18.0,3000.0,0.0,0.0,1.0,0.0
2099,4.8155,24.0,2739.0,0.0,0.0,0.0,0.0
2100,3.9784,18.0,3610.0,1.0,0.0,0.0,0.0
2101,3.7083,10.0,6331.0,1.0,0.0,0.0,0.0
2102,6.2425,52.0,2551.0,0.0,0.0,1.0,0.0
2103,4.0972,37.0,311.0,1.0,0.0,0.0,0.0
2104,5.6738,34.0,2458.0,0.0,0.0,0.0,0.0
2105,4.5263,33.0,2064.0,0.0,0.0,0.0,0.0
2106,6.0335,38.0,914.0,0.0,0.0,0.0,0.0
2107,6.6272,19.0,771.0,0.0,0.0,0.0,1.0
2108,4.221,11.0,5817.0,0.0,0.0,0.0,0.0
2109,5.3986,32.0,1632.0,0.0,0.0,0.0,0.0
2110,3.8162,18.0,3208.0,0.0,0.0,0.0,1.0
2111,4.2287,32.0,2035.0,0.0,0.0,0.0,1.0
2112,3.4856,28.0,2292.0,0.0,0.0,0.0,0.0
2113,1.6111,52.0,2167.0,0.0,0.0,0.0,1.0
2114,3.4125,37.0,1043.0,1.0,0.0,0.0,0.0
2115,6.0501,29.0,1694.0,0.0,0.0,1.0,0.0
2116,7.9556,52.0,2079.0,0.0,0.0,1.0,0.0
2117,7.5139,29.0,7479.0,1.0,0.0,0.0,0.0
2118,7.2217,28.0,3404.0,0.0,0.0,0.0,0.0
2119,5.3241,14.0,2982.0,1.0,0.0,0.0,0.0
2120,3.0865,52.0,876.0,1.0,0.0,0.0,0.0
2121,3.2639,10.0,2522.0,1.0,0.0,0.0,0.0
2122,8.5574,16.0,3615.0,0.0,0.0,0.0,0.0
2123,6.0905,26.0,1374.0,0.0,0.0,0.0,0.0
2124,3.5,26.0,529.0,1.0,0.0,0.0,0.0
2125,6.1935,11.0,2422.0,0.0,0.0,0.0,0.0
2126,3.0263,29.0,1982.0,0.0,0.0,0.0,0.0
2127,2.0278,31.0,2827.0,0.0,0.0,0.0,0.0
2128,4.9801,36.0,2879.0,0.0,0.0,1.0,0.0
2129,2.5658,29.0,1578.0,0.0,0.0,0.0,1.0
2130,2.8155,27.0,2316.0,0.0,0.0,0.0,0.0
2131,3.8125,30.0,1269.0,0.0,0.0,0.0,0.0
2132,1.5615,38.0,2407.0,0.0,0.0,0.0,0.0
2133,6.2236,32.0,2894.0,1.0,0.0,0.0,0.0
2134,2.1221,50.0,2270.0,0.0,0.0,0.0,0.0
2135,2.875,41.0,1440.0,0.0,0.0,0.0,0.0
2136,2.4211,22.0,434.0,1.0,0.0,0.0,0.0
2137,3.8323,16.0,2753.0,1.0,0.0,0.0,0.0
2138,3.7,35.0,1583.0,0.0,0.0,0.0,0.0
2139,12.2138,52.0,3242.0,0.0,0.0,1.0,0.0
2140,2.0286,32.0,1260.0,0.0,0.0,0.0,0.0
2141,4.8611,16.0,590.0,0.0,0.0,0.0,0.0
2142,2.9565,14.0,4177.0,1.0,0.0,0.0,0.0
2143,3.4875,15.0,5151.0,1.0,0.0,0.0,0.0
2144,7.8496,39.0,1469.0,0.0,0.0,0.0,0.0
2145,3.1691,16.0,1444.0,0.0,0.0,0.0,0.0
2146,4.0,32.0,1661.0,0.0,0.0,0.0,0.0
2147,4.125,46.0,55.0,1.0,0.0,0.0,0.0
2148,3.7611,12.0,4485.0,1.0,0.0,0.0,0.0
2149,4.1912,52.0,1193.0,0.0,0.0,1.0,0.0
2150,2.8684,20.0,1996.0,1.0,0.0,0.0,0.0
2151,4.3533,35.0,2853.0,1.0,0.0,0.0,0.0
2152,1.7708,32.0,527.0,0.0,0.0,0.0,0.0
2153,3.2917,34.0,2065.0,1.0,0.0,0.0,0.0
2154,3.2952,30.0,2755.0,0.0,0.0,0.0,1.0
2155,1.2969,44.0,1513.0,0.0,0.0,0.0,0.0
2156,6.6719,26.0,2095.0,0.0,0.0,0.0,0.0
2157,3.5426,26.0,6017.0,0.0,0.0,0.0,0.0
2158,2.125,26.0,7005.0,1.0,0.0,0.0,0.0
2159,3.6341,40.0,4307.0,1.0,0.0,0.0,0.0
2160,3.37,52.0,1137.0,0.0,0.0,0.0,0.0
2161,3.0208,12.0,549.0,1.0,0.0,0.0,0.0
2162,3.0613,34.0,2003.0,0.0,0.0,0.0,1.0
2163,1.9688,28.0,1617.0,0.0,0.0,0.0,0.0
2164,3.5833,50.0,1922.0,0.0,0.0,1.0,0.0
2165,6.0302,16.0,1584.0,1.0,0.0,0.0,0.0
2166,2.6667,20.0,1326.0,1.0,0.0,0.0,0.0
2167,1.3615,43.0,1811.0,0.0,0.0,0.0,0.0
2168,7.7752,23.0,1986.0,0.0,0.0,0.0,0.0
2169,1.9286,29.0,2568.0,0.0,0.0,0.0,1.0
2170,2.6818,41.0,440.0,1.0,0.0,0.0,0.0
2171,1.7292,47.0,1346.0,0.0,0.0,0.0,0.0
2172,3.1087,24.0,3002.0,0.0,0.0,0.0,0.0
2173,2.1136,23.0,666.0,1.0,0.0,0.0,0.0
2174,5.0325,30.0,1756.0,0.0,0.0,0.0,0.0
2175,3.925,37.0,1755.0,0.0,0.0,0.0,0.0
2176,3.5833,52.0,2739.0,0.0,0.0,1.0,0.0
2177,3.62,4.0,6159.0,0.0,0.0,0.0,0.0
2178,2.19,35.0,1607.0,1.0,0.0,0.0,0.0
2179,2.0294,15.0,2246.0,1.0,0.0,0.0,0.0
2180,2.3382,19.0,2237.0,0.0,0.0,1.0,0.0
2181,2.1898,40.0,1958.0,1.0,0.0,0.0,0.0
2182,4.5833,36.0,3157.0,0.0,0.0,0.0,0.0
2183,3.0587,5.0,5749.0,1.0,0.0,0.0,0.0
2184,1.3583,10.0,423.0,1.0,0.0,0.0,0.0
2185,1.5875,15.0,1517.0,1.0,0.0,0.0,0.0
2186,5.7376,17.0,3051.0,0.0,0.0,0.0,0.0
2187,2.2206,34.0,1440.0,1.0,0.0,0.0,0.0
2188,10.6868,30.0,6373.0,0.0,0.0,0.0,1.0
2189,2.983,45.0,1397.0,0.0,0.0,1.0,0.0
2190,9.0702,43.0,4269.0,0.0,0.0,0.0,0.0
2191,2.475,40.0,1292.0,0.0,0.0,0.0,0.0
2192,1.869,43.0,1623.0,1.0,0.0,0.0,0.0
2193,6.1563,13.0,1439.0,1.0,0.0,0.0,0.0
2194,3.4943,40.0,1076.0,0.0,0.0,0.0,0.0
2195,6.7571,42.0,1493.0,0.0,0.0,0.0,0.0
2196,4.5179,22.0,2803.0,1.0,0.0,0.0,0.0
2197,2.6458,50.0,629.0,0.0,0.0,1.0,0.0
2198,2.4348,44.0,1626.0,0.0,0.0,0.0,0.0
2199,4.8831,15.0,4155.0,1.0,0.0,0.0,0.0
2200,6.2726,22.0,1980.0,0.0,0.0,0.0,0.0
2201,5.8692,52.0,2337.0,0.0,0.0,0.0,0.0
2202,2.6544,17.0,2098.0,1.0,0.0,0.0,0.0
2203,3.3516,33.0,1438.0,1.0,0.0,0.0,0.0
2204,7.2494,6.0,8072.0,0.0,0.0,0.0,0.0
2205,3.9286,25.0,1781.0,0.0,0.0,0.0,0.0
2206,5.0142,15.0,3978.0,0.0,0.0,0.0,0.0
2207,3.4205,36.0,1864.0,1.0,0.0,0.0,0.0
2208,4.4615,16.0,1972.0,0.0,0.0,0.0,0.0
2209,6.0226,16.0,1332.0,0.0,0.0,0.0,0.0
2210,2.7829,24.0,1438.0,1.0,0.0,0.0,0.0
2211,4.1837,22.0,2756.0,0.0,0.0,0.0,1.0
2212,5.6441,18.0,8836.0,0.0,0.0,0.0,0.0
2213,2.8372,26.0,4151.0,0.0,0.0,0.0,1.0
2214,8.0639,35.0,1420.0,0.0,0.0,0.0,1.0
2215,3.9583,42.0,1667.0,0.0,0.0,0.0,1.0
2216,1.179,23.0,1450.0,0.0,0.0,0.0,1.0
2217,6.5783,15.0,1875.0,0.0,0.0,0.0,0.0
2218,2.0785,36.0,1356.0,0.0,0.0,0.0,0.0
2219,2.0476,41.0,438.0,0.0,0.0,0.0,0.0
2220,4.2727,46.0,1938.0,0.0,0.0,1.0,0.0
2221,5.1028,42.0,1541.0,0.0,0.0,0.0,0.0
2222,4.5083,34.0,1078.0,0.0,0.0,0.0,0.0
2223,3.05,34.0,2839.0,1.0,0.0,0.0,0.0
2224,4.6587,10.0,3258.0,1.0,0.0,0.0,0.0
2225,4.5881,3.0,6484.0,0.0,0.0,0.0,0.0
2226,3.0396,16.0,2859.0,1.0,0.0,0.0,0.0
2227,4.3359,47.0,2525.0,0.0,0.0,0.0,0.0
2228,10.1768,36.0,1721.0,0.0,0.0,0.0,1.0
2229,4.3173,46.0,2345.0,0.0,0.0,0.0,0.0
2230,2.2391,43.0,1683.0,0.0,0.0,0.0,0.0
2231,2.9559,22.0,1903.0,0.0,0.0,0.0,0.0
2232,4.7727,35.0,2532.0,0.0,0.0,0.0,1.0
2233,7.2074,3.0,8240.0,0.0,0.0,0.0,0.0
2234,5.1333,4.0,17577.0,1.0,0.0,0.0,0.0
2235,3.038,12.0,1153.0,1.0,0.0,0.0,0.0
2236,4.3971,18.0,1712.0,0.0,0.0,0.0,0.0
2237,10.7309,52.0,2151.0,0.0,0.0,0.0,1.0
2238,1.525,34.0,479.0,0.0,0.0,0.0,0.0
2239,3.0625,14.0,3155.0,0.0,0.0,0.0,0.0
2240,3.2303,23.0,2864.0,1.0,0.0,0.0,0.0
2241,3.6667,32.0,1263.0,1.0,0.0,0.0,0.0
2242,4.7216,41.0,2168.0,0.0,0.0,0.0,1.0
2243,10.1854,18.0,2321.0,0.0,0.0,0.0,0.0
2244,2.1411,52.0,1591.0,0.0,0.0,1.0,0.0
2245,5.3351,14.0,3541.0,0.0,0.0,1.0,0.0
2246,2.7284,26.0,1225.0,1.0,0.0,0.0,0.0
2247,5.8666,37.0,1328.0,0.0,0.0,0.0,0.0
2248,3.5096,33.0,1875.0,1.0,0.0,0.0,0.0
2249,3.4107,29.0,630.0,1.0,0.0,0.0,0.0
2250,2.7813,35.0,2637.0,1.0,0.0,0.0,0.0
2251,5.296,30.0,2774.0,0.0,0.0,0.0,0.0
2252,2.8906,18.0,681.0,1.0,0.0,0.0,0.0
2253,6.1426,32.0,3556.0,0.0,0.0,0.0,0.0
2254,3.1176,33.0,3585.0,0.0,0.0,0.0,0.0
2255,4.25,43.0,284.0,0.0,0.0,0.0,1.0
2256,4.4562,25.0,1914.0,0.0,0.0,1.0,0.0
2257,4.9968,35.0,5005.0,1.0,0.0,0.0,0.0
2258,5.1677,18.0,5152.0,0.0,0.0,0.0,0.0
2259,2.1417,12.0,1497.0,1.0,0.0,0.0,0.0
2260,2.3816,52.0,984.0,0.0,0.0,0.0,0.0
2261,5.1741,16.0,1416.0,0.0,0.0,0.0,0.0
2262,5.752,35.0,1604.0,0.0,0.0,0.0,0.0
2263,1.5281,29.0,1860.0,1.0,0.0,0.0,0.0
2264,2.2882,17.0,1246.0,0.0,0.0,0.0,1.0
2265,2.92,43.0,1621.0,1.0,0.0,0.0,0.0
2266,4.615,36.0,1976.0,0.0,0.0,0.0,0.0
2267,3.5455,34.0,1229.0,0.0,0.0,0.0,0.0
2268,5.5164,15.0,2053.0,0.0,0.0,0.0,0.0
2269,1.3952,41.0,2279.0,1.0,0.0,0.0,0.0
2270,4.25,44.0,1387.0,0.0,0.0,0.0,1.0
2271,1.4688,8.0,240.0,1.0,0.0,0.0,0.0
2272,4.3621,13.0,2519.0,0.0,0.0,0.0,0.0
2273,1.6267,23.0,1569.0,0.0,0.0,0.0,0.0
2274,2.5417,33.0,560.0,1.0,0.0,0.0,0.0
2275,2.8167,52.0,1704.0,0.0,0.0,0.0,0.0
2276,2.4931,32.0,1187.0,0.0,0.0,0.0,0.0
2277,2.4003,14.0,2919.0,0.0,0.0,0.0,0.0
2278,2.9137,46.0,1750.0,1.0,0.0,0.0,0.0
2279,4.025,27.0,1148.0,0.0,0.0,0.0,1.0
2280,4.8295,10.0,2726.0,1.0,0.0,0.0,0.0
2281,4.2054,23.0,580.0,0.0,0.0,0.0,1.0
2282,5.9539,39.0,1160.0,0.0,0.0,0.0,1.0
2283,5.1104,30.0,2862.0,0.0,0.0,0.0,0.0
2284,3.1591,35.0,1141.0,0.0,0.0,0.0,0.0
2285,0.9274,38.0,152.0,1.0,0.0,0.0,0.0
2286,3.3125,38.0,2284.0,0.0,0.0,0.0,0.0
2287,2.4531,52.0,1057.0,0.0,0.0,1.0,0.0
2288,4.5936,2.0,30450.0,0.0,0.0,0.0,0.0
2289,2.0,17.0,877.0,1.0,0.0,0.0,0.0
2290,5.8519,36.0,1009.0,0.0,0.0,0.0,0.0
2291,3.2845,45.0,883.0,0.0,0.0,0.0,0.0
2292,4.4821,35.0,3473.0,0.0,0.0,0.0,0.0
2293,3.9766,14.0,4143.0,0.0,0.0,0.0,0.0
2294,3.7321,33.0,1264.0,0.0,0.0,0.0,0.0
2295,1.8967,52.0,610.0,1.0,0.0,0.0,0.0
2296,3.7813,18.0,1425.0,1.0,0.0,0.0,0.0
2297,4.6875,18.0,1758.0,0.0,0.0,0.0,1.0
2298,13.4883,4.0,1029.0,1.0,0.0,0.0,0.0
2299,6.4095,28.0,3840.0,0.0,0.0,0.0,0.0
2300,2.943,52.0,2747.0,0.0,0.0,1.0,0.0
2301,2.3929,15.0,1811.0,0.0,0.0,0.0,0.0
2302,2.9301,33.0,2260.0,1.0,0.0,0.0,0.0
2303,5.259,13.0,4491.0,1.0,0.0,0.0,0.0
2304,4.0238,15.0,1836.0,0.0,0.0,0.0,0.0
2305,5.1701,37.0,991.0,0.0,0.0,0.0,1.0
2306,2.0216,32.0,1393.0,1.0,0.0,0.0,0.0
2307,3.9408,46.0,695.0,0.0,0.0,0.0,1.0
2308,3.6546,30.0,2053.0,0.0,0.0,0.0,1.0
2309,4.7159,36.0,1332.0,1.0,0.0,0.0,0.0
2310,2.5625,35.0,2791.0,1.0,0.0,0.0,0.0
2311,3.6,32.0,1444.0,0.0,0.0,0.0,0.0
2312,3.0284,25.0,1268.0,0.0,0.0,0.0,1.0
